agent_id,f_local,f_local_slot,m_local,lambda_mean,lambda_var,slots_observed,n_tasks_agent,TaskDist_sum,b_mb_med,rho_med,mem_med,hard_share,P_general,P_latency_sensitive,P_deadline_hard,P_data_intensive,P_compute_intensive,non_atomic_share,mec_id
0,2075234190.5487783,2075234190.5487783,4177.077472082653,1.1,0.09999999999999999,10.0,11.0,1.0,3.5599186,1271737600.0,53.146233,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.36363636363636365,0
1,1845675481.808815,1845675481.808815,4444.75086424342,1.0,0.0,13.0,13.0,1.0,3.641778,1014872640.0,70.06617,0.07692307692307693,0.3076923076923077,0.0,0.07692307692307693,0.23076923076923078,0.38461538461538464,0.23076923076923078,1
2,1422350879.5593193,1422350879.5593193,3116.7906744076217,1.0588235294117647,0.0588235294117647,17.0,18.0,1.0,2.42661915,993929850.0,63.942136500000004,0.2222222222222222,0.2777777777777778,0.0,0.2222222222222222,0.05555555555555555,0.4444444444444444,0.4444444444444444,2
3,862766211.3714311,862766211.3714311,3819.530831046496,1.1578947368421053,0.14035087719298248,19.0,22.0,1.0,3.5295386,1288708150.0,56.517941,0.22727272727272727,0.22727272727272727,0.0,0.22727272727272727,0.3181818181818182,0.22727272727272727,0.22727272727272727,3
4,1576391276.64743,1576391276.64743,4456.416730996061,1.1333333333333333,0.12380952380952381,15.0,17.0,1.0,2.2862208,1175340000.0,58.614155,0.11764705882352941,0.4117647058823529,0.0,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.4117647058823529,4
5,1361573756.012886,1361573756.012886,6518.273844682864,1.0,0.0,10.0,10.0,1.0,2.75315475,1425821400.0,66.0297645,0.4,0.1,0.0,0.4,0.1,0.4,0.1,5
6,1146421390.688363,1146421390.688363,4031.095266760364,1.1666666666666667,0.14705882352941174,18.0,21.0,1.0,2.7096503,1262271600.0,74.273026,0.3333333333333333,0.23809523809523808,0.0,0.3333333333333333,0.0,0.42857142857142855,0.2857142857142857,6
7,1093930078.4102063,1093930078.4102063,5125.594406895895,1.1578947368421053,0.14035087719298248,19.0,22.0,1.0,3.31127145,1288406650.0,64.33912749999999,0.22727272727272727,0.18181818181818182,0.0,0.22727272727272727,0.09090909090909091,0.5,0.4090909090909091,7
8,821392453.5014893,821392453.5014893,5099.239982660461,1.0,0.0,9.0,9.0,1.0,3.0963285,1056301760.0,62.174404,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,8
9,1378499877.5779154,1378499877.5779154,3320.8988025500503,1.0,0.0,15.0,15.0,1.0,3.0351543,1316974800.0,67.49232,0.2,0.2,0.0,0.2,0.06666666666666667,0.5333333333333333,0.26666666666666666,9
10,1967237614.9271045,1967237614.9271045,3878.5581320642345,1.3333333333333333,0.6666666666666667,6.0,8.0,1.0,2.93516925,1446590800.0,47.539972,0.125,0.375,0.0,0.125,0.125,0.375,0.125,10
11,1937472601.2864904,1937472601.2864904,5303.971139728006,1.0,0.0,7.0,7.0,1.0,3.0548835,1258490400.0,76.84012,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.7142857142857143,0.14285714285714285,11
12,1973372793.833336,1973372793.833336,4718.837422485313,1.0,0.0,18.0,18.0,1.0,2.5892332,1218935950.0,59.77367,0.0,0.4444444444444444,0.0,0.0,0.16666666666666666,0.3888888888888889,0.3888888888888889,12
13,2334762077.015009,2334762077.015009,4156.023983927405,1.0555555555555556,0.055555555555555546,18.0,19.0,0.9999999999999999,2.8218186,1263784700.0,59.86168,0.21052631578947367,0.3157894736842105,0.0,0.21052631578947367,0.15789473684210525,0.3157894736842105,0.2631578947368421,13
14,1989450886.7755337,1989450886.7755337,5301.096958236383,1.0666666666666667,0.06666666666666667,15.0,16.0,1.0,2.96174525,1408454200.0,55.984843,0.0625,0.375,0.0,0.0625,0.0625,0.5,0.3125,14
15,2245626967.6800814,2245626967.6800814,3973.902321228985,1.2,0.17777777777777776,10.0,12.0,1.0,2.403185,1274592900.0,79.85111,0.4166666666666667,0.16666666666666666,0.0,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.4166666666666667,15
16,969963266.0511726,969963266.0511726,5954.812618077239,1.0,0.0,8.0,8.0,1.0,2.6815355,1631808700.0,60.9862425,0.625,0.0,0.0,0.625,0.0,0.375,0.75,16
17,1298185565.2898846,1298185565.2898846,6890.1233201528485,1.0714285714285714,0.07142857142857142,14.0,15.0,1.0,3.1787426,1300927100.0,52.287395,0.13333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.3333333333333333,17
